OBJECTID,Shape_Leng,conduitid,routeid,cableids,startnode,endnode,nbnnestcol,nbnnestrow,nbnsubduct,nbnmat,nbndiamtr,nestcolumn,nestrow,subductnum,material,diameter,fill,nbnlength,actlength,owner,scopestate,mandrelcal,mandrelscp,mandrelmax,blockenda,blockendb,blocksurf,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,notperplan,ohsflag,deadcable,othdamage,stdcomment,fircomment,othcomment,phototaken,loadsource,projectid
1775,5.67836513412,000000000200054809,000000000200011490,-,000000000200020423,000000000200020424,A,A,0,E,35,A,A,0,E,35,0,5.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1776,30.51902041780,000000000200048651,000000000200009377,-,000000000200047928,000000000200048101,A,A,0,E,20,A,A,0,E,20,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1777,14.05391262890,000000000200539375,000000000200125200,-,000000000200521017,000000000200521018,A,A,0,E,40,A,A,0,E,40,0,12.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1778,17.10932125790,000000000200539265,000000000200125171,-,000000000200521126,000000000200521130,A,A,0,E,30,A,A,0,E,30,0,14.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1779,5.59745570422,000000015023286139,000000015004769491,-,000000000200346056,000000015023286137,A,A,0,E,20,A,A,0,E,20,0,2.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1780,14.03295635380,000000015007219618,000000015001353088,-,000000000200020393,000000015007219556,A,A,0,E,50,A,A,0,E,50,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1781,14.52101622640,000000004224575634,000000004204104223,-,000000000200485471,000000004224575574,A,A,0,E,20,A,A,0,E,20,0,13.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1782,25.34808074120,000000000200342581,000000000200082590,-,000000000200335200,000000000200335509,A,A,0,E,35,A,A,0,E,35,0,23.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1783,5.29976518847,000000000200539917,000000000200125312,-,000000000200520649,000000000200520621,A,A,0,E,30,A,A,0,E,30,0,8.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1784,16.77909341970,000000000200539941,000000000200125322,-,000000000200520616,000000000200520614,A,A,0,E,40,A,A,0,E,40,0,13.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1785,9.06117844086,000000000200487397,000000000200114399,-,000000000200485493,000000000200485490,A,A,0,E,40,A,A,0,E,40,0,9.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1786,6.97036636170,000000000200054406,000000000200011322,-,000000000200020388,000000000200020357,A,A,0,E,40,A,A,0,E,40,0,8.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1787,6.36842355310,000000001204940515,000000001202536290,-,000000001204940516,000000001204940513,A,A,0,E,20,A,A,0,E,20,0,14.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1788,13.88145402840,000000015009184033,000000015001777202,-,000000000200047836,000000015009184031,A,A,0,E,20,A,A,0,E,20,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1789,11.75054604690,000000000200285905,000000000200070402,-,000000000200020277,000000000200020276,A,A,0,E,35,A,A,0,E,35,0,10.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1790,15.05347501830,000000000200045138,000000000200008217,-,000000000200043934,000000000200043951,A,A,0,E,20,A,A,0,E,20,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1791,12.08194471060,000000000200083526,000000000200021647,-,000000001203886817,000000001203886815,A,A,0,E,40,A,A,0,E,40,0,9.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1792,20.72427318220,000000000200045113,000000000200008208,-,000000000200043799,000000000200043965,A,A,0,E,20,A,A,0,E,20,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1793,10.33235451970,000000015009163147,000000015001772171,-,000000000200038531,000000015009163146,A,A,0,E,20,A,A,0,E,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1794,5.94489150650,000000004224728017,000000004204134844,-,000000000200521157,000000004224727956,A,A,0,E,20,A,A,0,E,20,0,6.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1795,10.72321867050,N453909395,000000015004776675,-,000000000200025105,000000015023393958,A,A,0,E,100,A,A,0,E,100,0,1.00000000000,0.00000000000,127,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1796,10.51183189410,000000000200681102,000000000200156384,-,000000000200025183,000000000200025182,A,A,0,E,150,A,A,0,E,150,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1797,6.02902839719,000000004224727880,000000004204134813,-,000000000200521153,000000004224727810,A,A,0,E,20,A,A,0,E,20,0,6.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1798,11.79073924020,000000000200445183,000000000200105590,-,000000000200433366,000000000200433364,A,A,0,E,80,A,A,0,E,80,0,10.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1799,28.98167664270,000000000200495472,000000000200116082,-,000000000200023362,000000000200023368,A,A,0,E,35,A,A,0,E,35,0,26.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1800,22.88309268620,000000000200445173,000000000200105587,-,000000000200433368,000000000200433366,A,A,0,E,80,A,A,0,E,80,0,18.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1801,19.45333076540,000000000200332328,000000000200080506,-,000000000200020675,000000000200020678,A,A,0,E,35,A,A,0,E,35,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1802,13.57014579860,000000004224575766,000000004204104248,-,000000000200485457,000000004224575705,A,A,0,E,20,A,A,0,E,20,0,13.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1803,11.59501394400,000000000200285816,000000000200070378,-,000000000200020274,000000000200020279,A,A,0,E,35,A,A,0,E,35,0,8.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1804,39.80097685670,000000015018101828,000000015004325519,-,000000015018101816,000000015018101821,A,A,0,E,100,A,A,0,E,100,0,20.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1805,6.12390245732,000000015016203978,000000015003832092,-,000000015016203921,000000015016203956,A,A,0,E,20,A,A,0,E,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1806,5.72649889564,000000004224428764,000000004204075274,-,000000000200335264,000000004224428698,A,A,0,E,20,A,A,0,E,20,0,6.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1807,1.01174515295,000000004224589753,000000004204106842,-,000000004224589585,000000004224589529,A,A,0,E,20,A,A,0,E,20,0,2.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1808,3.91901923183,000000000200343792,000000000200083000,-,000000000200336833,000000000200343782,A,A,0,E,20,A,A,0,E,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1809,14.47840431220,000000015012871083,000000015003037323,-,000000015012870963,000000015012870996,A,A,0,E,50,A,A,0,E,50,0,18.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1810,6.53454096040,000000004224588006,000000004204106524,-,000000000200527736,000000004224587947,A,A,0,E,20,A,A,0,E,20,0,6.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1811,12.65533523340,000000004224432460,000000004204076032,-,000000000200485454,000000004224432391,A,A,0,E,20,A,A,0,E,20,0,12.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1812,26.41933544910,000000015012871080,000000015003037325,-,000000015012870963,000000015012871001,A,A,0,E,50,A,A,0,E,50,0,16.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1813,83.26669755150,000000000200357852,000000000200086319,-,000000000200014604,000000000200014649,A,A,0,E,100,A,A,0,E,100,0,74.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1814,11.24974993310,000000001202488703,000000001202093624,-,000000001204653889,000000001202488695,A,A,0,E,20,A,A,0,E,20,0,15.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1815,29.38038495110,000000000200348716,000000000200084388,-,000000000200345838,000000000200345843,A,A,0,E,35,A,A,0,E,35,0,24.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1816,9.59890473234,000000000200421456,000000000200100668,-,000000000200026922,000000000200026919,A,A,0,E,150,A,A,0,E,150,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1817,28.69899265240,000000000200348720,000000000200084389,-,000000000200345843,000000000200345853,A,A,0,E,35,A,A,0,E,35,0,23.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1818,27.90748222410,000000000200348727,000000000200084390,-,000000000200345853,000000000200345859,A,A,0,E,35,A,A,0,E,35,0,23.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1819,18.16274163540,000000000200197822,000000000200045125,-,000000000200196797,000000000200197814,A,A,0,E,100,A,A,0,E,100,0,16.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1820,54.39386802400,000000000200046141,000000000200008500,-,000000001204406936,000000001204392771,A,A,0,E,20,A,A,0,E,20,0,44.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1821,16.25818546490,000000012502129192,000000000204154831,-,000000012502129184,000000012502129190,A,A,0,E,35,A,A,0,E,35,0,50.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1822,4.53905569368,000000000200286578,000000000200070569,-,000000000200020261,000000000200020259,A,A,0,E,35,A,A,0,E,35,0,8.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1823,11.63603623960,000000000200044429,000000000200008018,-,000000000200043596,000000000200044279,A,A,0,E,100,A,A,0,E,100,0,12.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1824,23.16028032150,000000004224578733,000000004204104789,-,000000000200485479,000000004224578632,A,A,0,E,20,A,A,0,E,20,0,19.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1825,19.56906938270,000000000200347564,000000000200083968,-,000000000200345381,000000000200347042,A,A,0,E,35,A,A,0,E,35,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1826,10.09941193630,000000000200495515,000000000200116095,-,000000000200023377,000000000200023378,A,A,0,E,50,A,A,0,E,50,0,9.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1827,19.31984661120,000000000200347576,000000000200083975,-,000000000200345402,000000000200347044,A,A,0,E,35,A,A,0,E,35,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1828,6.23855376363,000000000200201721,000000000200046033,-,000000001203606453,000000000200197616,A,A,0,E,35,A,A,0,E,35,0,4.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1829,8.62274343389,000000000200201719,000000000200046031,-,000000001203606447,000000001203606453,A,A,0,E,35,A,A,0,E,35,0,6.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1830,13.95405753540,000000000200081265,000000000200020760,-,000000001203894266,000000000200080605,A,A,0,E,20,A,A,0,E,20,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1831,4.68228674447,000000015023286151,000000015004769496,-,000000000200346056,000000015023286149,A,A,0,E,20,A,A,0,E,20,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1832,22.00564487810,000000000200499203,000000000200117150,-,000000000200498252,000000000200498332,A,A,0,E,35,A,A,0,E,35,0,11.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1833,12.13237374470,000000000200082701,000000000200021335,-,000000000200082437,000000000200080275,A,A,0,E,50,A,A,0,E,50,0,12.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1834,21.90148158110,000000000200499200,000000000200117148,-,000000000200498244,000000000200498327,A,A,0,E,35,A,A,0,E,35,0,11.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1835,3.08460199729,000000000200342285,000000000200082516,-,000000000200335406,000000000200335485,A,A,0,E,80,A,A,0,E,80,0,2.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1836,19.36168179930,000000000200490692,000000000200115138,-,000000000200027871,000000000200027870,A,A,0,E,35,A,A,0,E,35,0,17.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1837,24.30156310040,000000000200049448,000000000200009599,-,000000000200047809,000000000200047594,A,A,0,E,35,A,A,0,E,35,0,21.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1838,23.35151538960,000000000200445339,000000000200105641,-,000000000200433446,000000000200443514,A,A,0,E,35,A,A,0,E,35,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1839,10.58841045870,000000015016468795,000000015003890310,-,000000000200427468,000000015016468790,A,A,0,E,20,A,A,0,E,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1840,26.73347326380,000000000200053173,000000000200010856,-,000000000200047683,000000000200047700,A,A,0,E,20,A,A,0,E,20,0,23.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1841,7.85435881914,000000000200351183,000000000200084866,-,000000000200079616,000000000200079618,A,A,0,E,30,A,A,0,E,30,0,9.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1842,19.08759834510,000000000200081606,000000000200020911,-,000000001204109833,000000000200081011,A,A,0,E,20,A,A,0,E,20,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1843,35.07532152610,000000001204248290,000000001202418227,-,000000001204248284,000000001204248287,A,A,0,E,50,A,A,0,E,50,0,32.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1844,9.46388074196,000000001204248292,000000001202418228,-,000000001204248287,000000001204248288,A,A,0,E,20,A,A,0,E,20,0,5.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1845,9.52691193886,000000001203748355,000000001202332856,-,000000000200521173,000000001203748353,A,A,0,E,20,A,A,0,E,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1846,19.43765656560,000000001203848611,000000001202351069,-,000000000200345343,000000001203848609,A,A,0,E,20,A,A,0,E,20,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1847,3.26877331337,000000001203886832,000000001202357422,-,000000001203886844,000000001203886843,A,A,0,E,50,A,A,0,E,50,0,3.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1848,36.79254954990,000000000200538866,000000000200125042,-,000000001203888552,000000001203888553,A,A,0,E,20,A,A,0,E,20,0,34.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1849,42.67079475360,000000015010335618,000000015002050767,-,000000015005280787,000000000200020141,A,A,0,E,50,A,A,0,E,50,0,35.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1850,16.34286227010,000000000200349217,000000000200084522,-,000000000200346220,000000000200346228,A,A,0,E,35,A,A,0,E,35,0,13.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1851,192.18019287500,000000000200636393,000000000200130539,-,000000000200023277,000000000200564204,A,A,0,E,100,A,A,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1852,192.18019287500,000000000200636394,000000000200130539,-,000000000200023277,000000000200564204,B,A,0,E,100,B,A,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1853,192.18019287500,000000000200636395,000000000200130539,-,000000000200023277,000000000200564204,C,A,0,E,100,C,A,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1854,192.18019287500,000000000200636396,000000000200130539,-,000000000200023277,000000000200564204,D,A,0,E,100,D,A,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1855,192.18019287500,000000000200636397,000000000200130539,-,000000000200023277,000000000200564204,A,B,0,E,100,A,B,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1856,192.18019287500,000000000200636398,000000000200130539,-,000000000200023277,000000000200564204,B,B,0,E,100,B,B,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1857,192.18019287500,000000000200636399,000000000200130539,-,000000000200023277,000000000200564204,C,B,0,E,100,C,B,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1858,192.18019287500,000000000200636400,000000000200130539,-,000000000200023277,000000000200564204,D,B,0,E,100,D,B,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1859,192.18019287500,000000000200636401,000000000200130539,-,000000000200023277,000000000200564204,A,C,0,E,100,A,C,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1860,192.18019287500,000000000200636402,000000000200130539,-,000000000200023277,000000000200564204,B,C,0,E,100,B,C,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1861,192.18019287500,000000000200636403,000000000200130539,-,000000000200023277,000000000200564204,C,C,0,E,100,C,C,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1862,192.18019287500,000000000200636404,000000000200130539,-,000000000200023277,000000000200564204,D,C,0,E,100,D,C,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1863,192.18019287500,000000000200636405,000000000200130539,-,000000000200023277,000000000200564204,A,D,0,E,100,A,D,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1864,192.18019287500,000000000200636406,000000000200130539,-,000000000200023277,000000000200564204,B,D,0,E,100,B,D,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
1865,192.18019287500,000000000200636407,000000000200130539,-,000000000200023277,000000000200564204,C,D,0,E,100,C,D,0,E,100,0,146.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
