OBJECTID,conduitid,routeid,startnode,endnode,nestcolumn,nestrow,nbnlength,subductnum,actlength,material,diameter,leadin,fill,cableids,owner,scopestate,blockenda,blockendb,blocksurf,mandrelcal,mandrelscp,mandrelmax,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,ohsflag,stdcomment,fircomment,othcomment,loadsource,phototaken,projectid,Shape,GlobalID
241,5001197010,5000185926,5001196994,5001196984,A,A,267,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CAC342CBF798684108B5A6891D534DC1CAC34243D898684190ED7CA7AF524DC1,736F02D2-EDAC-49A8-9A60-9C4AE626129C
242,5001197011,5000185926,5001196994,5001196984,B,A,267,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CAC342CBF798684108B5A6891D534DC1CAC34243D898684190ED7CA7AF524DC1,F1402B90-C92F-47FC-AFAE-D2F1BE42BB10
243,5001197012,5000185926,5001196994,5001196984,B,B,267,0,0,,100, ,0,6PNJ-00-00-TSS-002,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CAC342CBF798684108B5A6891D534DC1CAC34243D898684190ED7CA7AF524DC1,F68C2C92-56F6-4390-A3B3-ECEE49CB60D4
244,15014032765,5000185926,5001196994,5001196984,B,A,267,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CAC342CBF798684108B5A6891D534DC1CAC34243D898684190ED7CA7AF524DC1,676879B6-A156-4B87-93E8-4F762DEB31BE
245,5001234756,5000191768,5001233156,5001233165,A,A,450,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000C0EC9E2A87986841388941B895514DC1DACEF795889868413892CB8794514DC19C559F7BB9986841986588233E524DC19C559F7BB998684158643B0743524DC136AB3E9FB9986841C832C4F144524DC101000000010000000001000000FFFFFFFF0000000002,1FCB7586-A90D-405F-B029-E66F2395F0A5
246,5001234757,5000191768,5001233156,5001233165,B,A,450,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000C0EC9E2A87986841388941B895514DC1DACEF795889868413892CB8794514DC19C559F7BB9986841986588233E524DC19C559F7BB998684158643B0743524DC136AB3E9FB9986841C832C4F144524DC101000000010000000001000000FFFFFFFF0000000002,BED2F846-EA79-4212-AB6C-664475FA2E61
247,5001234758,5000191768,5001233156,5001233165,B,B,450,0,0,,100, ,0,6PNJ-00-00-TSS-002,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000C0EC9E2A87986841388941B895514DC1DACEF795889868413892CB8794514DC19C559F7BB9986841986588233E524DC19C559F7BB998684158643B0743524DC136AB3E9FB9986841C832C4F144524DC101000000010000000001000000FFFFFFFF0000000002,64402AAD-C2EC-4601-A31A-A9070C0678F6
248,15014032763,5000191768,5001233156,5001233165,B,A,450,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000C0EC9E2A87986841388941B895514DC1DACEF795889868413892CB8794514DC19C559F7BB9986841986588233E524DC19C559F7BB998684158643B0743524DC136AB3E9FB9986841C832C4F144524DC101000000010000000001000000FFFFFFFF0000000002,48A0209D-1E33-4232-AEC3-CD64890B3AD9
249,5001234792,5000191771,5001233208,5000948147,A,A,406,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BC270F6F7699684130D49A5EDB544DC100917EB7A599684108F9A08776554DC1,3CF1A8B4-1B90-4E34-8AC3-7F25CBA3F337
250,5001234793,5000191771,5001233208,5000948147,B,A,406,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BC270F6F7699684130D49A5EDB544DC100917EB7A599684108F9A08776554DC1,4EFF0BAC-DC0A-413A-89AB-C58720923241
251,5001234794,5000191771,5001233208,5000948147,B,B,406,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BC270F6F7699684130D49A5EDB544DC100917EB7A599684108F9A08776554DC1,E13EAE96-DAB3-45EF-9BE3-D432EBE4F77F
252,15015318231,5000191771,5001233208,5000948147,B,A,406,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BC270F6F7699684130D49A5EDB544DC100917EB7A599684108F9A08776554DC1,0AFBDEB0-B308-46DE-8FF2-8CF5D0FF8C5D
253,4213063396,4202094640,207611643,4213063385,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000F6065FDA299A6841A0ABAD6843574DC10022FD362A9A6841903A012543574DC14C3789E52A9A684110A5BDC945574DC101000000010000000001000000FFFFFFFF0000000002,8006FFF2-B40C-4755-91C9-31425F4FCE63
254,5002566661,5000449229,207607683,5002566657,A,A,40.3,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000ECC039415D9A6841F897DDD385574DC1A245B6CF5D9A684160C3D3CB81574DC140A4DF0E5C9A684160BA49EC7A574DC101000000010000000001000000FFFFFFFF0000000002,D49E8356-6593-4946-B70A-8578C7BD5315
255,15015354865,15003613888,207698894,15015354860,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040500000056EC2F7966996841E80434F9E9544DC1C420B05C669968415839B4C8E8544DC180B740606699684118AE47F1E5544DC15227A07566996841009A08C3E3544DC14260E56665996841A89BC468DE544DC101000000010000000001000000FFFFFFFF0000000002,E74C8771-9A0C-4216-8751-E8B2805F706C
256,207698810,201561571,207698793,207698806,A,A,17.6,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011432E6AED369996841A84E40A3C4544DC1508D97426B996841F8EDEBA8C9544DC1,D74062B5-CA32-4E40-89B5-627821D9B200
257,207611854,201546925,207611805,207611849,A,A,30.4,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001142E6EA3472F9A6841B02E6EF3FD564DC1CEF75357329A6841285C8FFA09574DC1,15A42DB4-2BC7-4812-8ABD-270838F8B7DB
258,15010246116,15002029044,15010235759,15010246115,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000004C3789C9D2996841A8E8480612564DC168226C50D2996841884160F511564DC164AA604CD1996841E8482E1F16564DC101000000010000000001000000FFFFFFFF0000000002,ACD4F845-D03B-4820-A53E-2222CFD8DDE3
259,4213233348,4202129682,5000370134,4213233330,A,A,12.8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000005CFE4356C8956841E0E00BDB624C4DC1D812F299C8956841A8605462634C4DC1244A7BF3C9956841C8073D73634C4DC101000000010000000001000000FFFFFFFF0000000002,9167040A-0B78-4D6A-8959-A103B0A260EC
260,4213063516,4202094669,207611724,4213063507,A,A,9.5,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000001E166AE32D9A6841E83FA43733574DC1F085C9F82D9A6841F80FE9CF33574DC1F0A7C6A32E9A6841787AA57436574DC101000000010000000001000000FFFFFFFF0000000002,D00E487D-94E2-4E80-8AB7-9CE15DFF2CE4
261,4213060448,4202093920,207612449,4213060440,A,A,7.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000050FC18355A9A684120F46C16A5574DC1F4DBD75F5A9A6841000000A0A4574DC1F03845075B9A6841000000A0A4574DC101000000010000000001000000FFFFFFFF0000000002,A6EBDCA1-7435-4E30-9AE1-5EDFDFF6C123
262,15006918753,15001297507,15006918736,15006918738,A,A,85,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000DCB5844A359A684178BE9F1216574DC1DE2406F5349A6841388941C014574DC1AC8BDB6A3D9A6841384ED151F2564DC101000000010000000001000000FFFFFFFF0000000002,49718E10-80A0-4FBF-968D-0F3432AFDCE7
263,5000370659,5000053506,5000370652,5000370657,A,A,29.6,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000005CFE43DCD495684130431C03764C4DC10C71AC29D395684138CD3B66774C4DC15C204149D295684160CC5D63714C4DC101000000010000000001000000FFFFFFFF0000000002,F8BA00A3-FC2C-4EDF-8529-32CF18CD4782
264,15019125374,15003606135,207237222,15015318303,A,A,1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000001A51DA570E9A6841880D4F8726574DC13A92CB370E9A6841D812F27128574DC1C21726310F9A684198779CF22B574DC101000000010000000001000000FFFFFFFF0000000002,7F6A74AA-766B-4140-9A6F-FC4D96C2A76B
265,4213060169,4202093848,207612103,4213060162,A,A,10.5,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000004C158C004D9A68413870CE3073574DC188F4DBF54C9A684120F46CDE71574DC18816D9A04D9A6841A89BC4286F574DC101000000010000000001000000FFFFFFFF0000000002,E7241568-C135-4BE7-A7EC-ECBD247B9C17
266,207500814,201528952,207500799,207500808,A,A,30.5,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011472F90FD5C5956841A0923A197B4C4DC1325530DCC595684160EE5A028C4C4DC1,ACDA05B5-9637-4410-A10D-995CFAAB7E5F
267,207239254,201479476,207237155,207237179,A,A,94.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001147EAEB6423B9A684130431CF33A574DC19E8026BE319A68414859865815574DC1,B7B69079-23E1-4D00-8C7C-F8788C6A5E46
268,207239255,201479476,207237155,207237179,B,A,94.5,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001147EAEB6423B9A684130431CF33A574DC19E8026BE319A68414859865815574DC1,30DAEF0A-43E5-4F2D-9C52-80D373053A79
269,207240441,201479438,207236932,207237087,C,D,46,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010419000000DE718AF8599A684198900F52A1574DC1441CEBD4599A6841A86054EAA1574DC1721B0D6A599A6841F0F44A91A3574DC104560E31599A684110363C6DA4574DC100917E2D599A68410824287EA4574DC140355E26599A6841000000A0A4574DC13A70CE22599A684120A7E8B0A4574DC1643BDF09599A684128068105A5574DC1FC3A70D4589A684128A089D0A5574DC16E3480BB589A684150A60A36A6574DC19CC420A6589A68415005A38AA6574DC138894174589A6841589FAB55A7574DC16619E25E589A684160FE43AAA7574DC1986E124D589A6841686FF0EDA7574DC1F853E325589A684190757153A8574DC1547424FB579A684198E61D97A8574DC1F4FDD4CC579A684190C2F5B8A8574DC14694F69A579A684188B0E1C9A8574DC1E2581769579A684198D409A8A8574DC186A7573E579A684188635D64A8574DC1E88C2817579A68418816D9FEA7574DC11AE25805579A6841789318CCA7574DC176029ADA569A684158B1BF44A7574DC136CD3B8C569A684150A60A36A6574DC1A401BC6F569A684128A089D0A5574DC101000000010000000001000000FFFFFFFF0000000002,1894AB31-F19A-4668-8F28-BE69131A945D
270,207240442,201479438,207236932,207237087,D,D,46,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010419000000DE718AF8599A684198900F52A1574DC1441CEBD4599A6841A86054EAA1574DC1721B0D6A599A6841F0F44A91A3574DC104560E31599A684110363C6DA4574DC100917E2D599A68410824287EA4574DC140355E26599A6841000000A0A4574DC13A70CE22599A684120A7E8B0A4574DC1643BDF09599A684128068105A5574DC1FC3A70D4589A684128A089D0A5574DC16E3480BB589A684150A60A36A6574DC19CC420A6589A68415005A38AA6574DC138894174589A6841589FAB55A7574DC16619E25E589A684160FE43AAA7574DC1986E124D589A6841686FF0EDA7574DC1F853E325589A684190757153A8574DC1547424FB579A684198E61D97A8574DC1F4FDD4CC579A684190C2F5B8A8574DC14694F69A579A684188B0E1C9A8574DC1E2581769579A684198D409A8A8574DC186A7573E579A684188635D64A8574DC1E88C2817579A68418816D9FEA7574DC11AE25805579A6841789318CCA7574DC176029ADA569A684158B1BF44A7574DC136CD3B8C569A684150A60A36A6574DC1A401BC6F569A684128A089D0A5574DC101000000010000000001000000FFFFFFFF0000000002,2B9FDDEC-A0EA-4218-8FF6-080DAC097513
271,5001234648,5000191754,5001233070,5001233077,A,A,49,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040D0000005C8FC209BD976841886CE7A3B04E4DC1C68F313FBD976841D03B4E59B34E4DC15C20415FBD97684140C6DCADB34E4DC104C58F8DBD97684190976E02B44E4DC1643BDFBBBD976841A83E5713B44E4DC17AA52C23BE97684138B4C8BEB34E4DC1D42B65C5C29768412063EE5AAB4E4DC1A69BC4DAC2976841400AD76BAB4E4DC13C2CD4FAC2976841C8293AE2AB4E4DC1024D8405C3976841585BB147AC4E4DC10E9C3310C3976841585BB147AC4E4DC1D4BCE31AC3976841C0D32BADAC4E4DC16A4DF33AC3976841D0BCE364AE4E4DC101000000010000000001000000FFFFFFFF0000000002,6428E1C3-33B3-4AE2-896B-FB805222B1D1
272,5001234649,5000191754,5001233070,5001233077,B,A,49,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040D0000005C8FC209BD976841886CE7A3B04E4DC1C68F313FBD976841D03B4E59B34E4DC15C20415FBD97684140C6DCADB34E4DC104C58F8DBD97684190976E02B44E4DC1643BDFBBBD976841A83E5713B44E4DC17AA52C23BE97684138B4C8BEB34E4DC1D42B65C5C29768412063EE5AAB4E4DC1A69BC4DAC2976841400AD76BAB4E4DC13C2CD4FAC2976841C8293AE2AB4E4DC1024D8405C3976841585BB147AC4E4DC10E9C3310C3976841585BB147AC4E4DC1D4BCE31AC3976841C0D32BADAC4E4DC16A4DF33AC3976841D0BCE364AE4E4DC101000000010000000001000000FFFFFFFF0000000002,4AD98CC7-66FE-40E5-A297-4E1A4F9B9484
273,5001234651,5000191754,5001233070,5001233077,B,B,49,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040D0000005C8FC209BD976841886CE7A3B04E4DC1C68F313FBD976841D03B4E59B34E4DC15C20415FBD97684140C6DCADB34E4DC104C58F8DBD97684190976E02B44E4DC1643BDFBBBD976841A83E5713B44E4DC17AA52C23BE97684138B4C8BEB34E4DC1D42B65C5C29768412063EE5AAB4E4DC1A69BC4DAC2976841400AD76BAB4E4DC13C2CD4FAC2976841C8293AE2AB4E4DC1024D8405C3976841585BB147AC4E4DC10E9C3310C3976841585BB147AC4E4DC1D4BCE31AC3976841C0D32BADAC4E4DC16A4DF33AC3976841D0BCE364AE4E4DC101000000010000000001000000FFFFFFFF0000000002,6F547EBF-9E14-42D9-8EB2-71A504DE46EA
274,15014032758,5000191754,5001233070,5001233077,A,A,49,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040D0000005C8FC209BD976841886CE7A3B04E4DC1C68F313FBD976841D03B4E59B34E4DC15C20415FBD97684140C6DCADB34E4DC104C58F8DBD97684190976E02B44E4DC1643BDFBBBD976841A83E5713B44E4DC17AA52C23BE97684138B4C8BEB34E4DC1D42B65C5C29768412063EE5AAB4E4DC1A69BC4DAC2976841400AD76BAB4E4DC13C2CD4FAC2976841C8293AE2AB4E4DC1024D8405C3976841585BB147AC4E4DC10E9C3310C3976841585BB147AC4E4DC1D4BCE31AC3976841C0D32BADAC4E4DC16A4DF33AC3976841D0BCE364AE4E4DC101000000010000000001000000FFFFFFFF0000000002,6112710A-D696-402D-9CAD-4DF1BF7D6428
275,207611811,201546921,207611751,207611805,A,A,18,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011416FBCB862D9A6841D86800F703574DC1CEF753192F9A6841B02E6EF3FD564DC1,194905D3-0547-4984-98C8-90337DBF392E
276,207612008,201546945,207612000,207612003,A,A,81.4,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000046B6F343459A6841A0703DCA54574DC1E00B9367459A6841B02E6E7355574DC1C21726414E9A684178A52C2B31574DC101000000010000000001000000FFFFFFFF0000000002,FE56D449-ACF0-4653-95B8-A56AFF67A1EF
277,15014091700,15003240637,15007373397,15013850140,A,B,105,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C6FEB2B10C9768413090A0A8E44C4DC100DE026B1C976841F00DBE58E24C4DC1,FAF83382-B39F-4726-86EC-6437D0330238
278,15014091703,15003240637,15007373397,15013850140,A,A,105,0,0,,100, ,0,6PNJ-00-00-TSS-004,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C6FEB2B10C9768413090A0A8E44C4DC100DE026B1C976841F00DBE58E24C4DC1,920C6ABE-DDA4-4695-98B4-B07DA07D6848
279,15011548299,15002527845,15011547196,15011547194,A,A,33.6,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011412F24143BE996841901804EEB2554DC13CBD52ECBA996841D85F76C7A5554DC1,E3B7F514-F31D-47B2-B815-24DA76D2B7AC
280,207615342,201547654,207615299,207615336,A,A,42.9,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000096218E272F986841808CB98B6B504DC13E0AD7AB30986841787AA59C6B504DC1B88D06D8339868411071AC135D504DC101000000010000000001000000FFFFFFFF0000000002,B40830A7-B659-45A6-8FC5-90675485231E
281,15010246112,15002029043,15010235759,15010246111,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000E88C28EDD2996841C0CAA18D12564DC1A8E848F4D299684158302A8914564DC1A835CDF3D1996841B8490CA218564DC101000000010000000001000000FFFFFFFF0000000002,C328CA3C-11BD-408B-9E3E-22DF1830871D
282,15010246124,15002029046,15010235707,15010246123,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000006C09F9C0CF996841C017267BFC554DC1A8E848B6CF99684128A08990FA554DC1F48E53BAD0996841C898BB66F6554DC101000000010000000001000000FFFFFFFF0000000002,E7B4F44A-6ECC-42A0-B74A-3A8E14C1315C
283,15010246190,15002026667,15010235756,15010235757,A,A,18.1,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114F01648ACC9996841088A1F13EE554DC14EF38E69CB9968413880B7D0F4554DC1,2240B88E-54AD-461C-BF48-587E056FBFF7
284,N228949246,N228949129,6PNJ-01-12-PIT-003,15011547216,A,A,30,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000006054526DC4996841A0923A29D5554DC17AA52C83C5996841F8CBEE99D0554DC176E09C7FC5996841A84E408BCF554DC1E61DA77EC3996841F09E3C8CC7554DC101000000010000000001000000FFFFFFFF0000000002,160C4855-1F16-43F4-84EA-2EF03B0DADD4
285,15013600918,15003179569,207607683,15013600902,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000008C4AEA125D9A6841107A365B86574DC17E6ABCB25C9A684120EBE29E86574DC1986E128B5B9A68417893186482574DC101000000010000000001000000FFFFFFFF0000000002,DE8D54B8-4F12-445F-BC64-207BE4261347
286,5000553940,5000081042,5000948147,5001010659,A,A,59.8,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000008AC1C14A6996841B094655078554DC13A92CB57A6996841A0EFA77E7A554DC1764F1EE0A8996841885AD3FC6F554DC101000000010000000001000000FFFFFFFF0000000002,14917B2A-7BB5-429C-A949-1C004EAE3A8D
287,4213060553,4202093945,4213060529,4213060525,A,A,3.9,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114267502A2489A684198438B847B574DC1C0392370489A684170F085B97A574DC1,7BE3582A-EEBB-4C2E-BA5E-ABCC97C4D4A9
288,15001538616,15000301232,5001032877,15001538592,A,A,4,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001147EFB3ACE99996841409B553765554DC1E2C7981797996841186A4D6B6C554DC1,6BC57F8C-E02A-48D6-BDAE-8AFBED2FE570
289,15004989558,15000992553,5002413339,15004989556,A,A,11,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000FC3A70EAC595684180FB3A20D64C4DC10434119CC595684160DC469BD44C4DC13A234AFBC3956841580E2DF2D34C4DC101000000010000000001000000FFFFFFFF0000000002,7910CB75-5F29-4450-8DDA-F14471CB09C0
290,207611649,201546906,207237185,207611643,A,A,17,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011442CF664B289A6841B86B09413E574DC18E06F0A4299A6841903A012543574DC1,684C1B46-68CD-4C08-81F0-5E64D573DBC9
291,207681047,201558577,207681035,207681045,A,A,35.6,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114DACEF7AFB3996841784F1E3EB5554DC1029A0859B0996841C042AD99C1554DC1,B466C6BA-342C-4FBD-B4AC-85B28E6BF51A
292,15006734032,15001261427,207237222,15006734003,A,A,41,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040600000072AC8B290E9A6841881F637626574DC13A92CBF90A9A6841F09E3C8C33574DC1A401BCD90A9A684110F2415734574DC19A779CD20A9A684140575B1135574DC1645DDCE00A9A68415839B49835574DC104780B080B9A684168F7E44136574DC101000000010000000001000000FFFFFFFF0000000002,C567CA32-2691-4052-B9B2-0ED120DFFC0B
293,207680488,201558421,207680432,207680483,A,A,268.5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000006A6FF08DD4996841D856EC075D564DC13EE8D9BED2996841C8E53FC45C564DC1061214A5BA996841B003E744F6554DC10E9C33ACBA99684110E9B767EE554DC101000000010000000001000000FFFFFFFF0000000002,18BCC555-4466-4D77-B67D-406630B852D1
294,5000626191,5000092230,207237222,207237266,A,A,259.9,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040400000072AC8B290E9A6841606DC55625574DC160E5D01A0D9A6841402CD47A24574DC15EDC46F3F599684180D0B301CA564DC14872F94DF2996841C8EEC9A3BE564DC101000000010000000001000000FFFFFFFF0000000002,246CA497-96F8-4E64-8F0E-B3F7A7D2A536
295,5000626192,5000092230,207237222,207237266,B,A,259.9,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040400000072AC8B290E9A6841606DC55625574DC160E5D01A0D9A6841402CD47A24574DC15EDC46F3F599684180D0B301CA564DC14872F94DF2996841C8EEC9A3BE564DC101000000010000000001000000FFFFFFFF0000000002,451CD852-8C68-4C99-8038-647994684C5D
296,15015318302,5000092230,207237222,207237266,B,A,259.9,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040400000072AC8B290E9A6841606DC55625574DC160E5D01A0D9A6841402CD47A24574DC15EDC46F3F599684180D0B301CA564DC14872F94DF2996841C8EEC9A3BE564DC101000000010000000001000000FFFFFFFF0000000002,EDAB24D8-B351-4188-B022-A46E8D111CE0
297,15011549969,15002528754,15011547196,15011549968,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000007CF2B078BE996841C0309942B3554DC18E976EDCBE996841A89BC420B3554DC1703D0AABBF99684168D5E7D2AF554DC101000000010000000001000000FFFFFFFF0000000002,00C1B3D5-131E-4619-A817-8A518E977CA3
