OBJECTID,conduitid,routeid,startnode,endnode,nestcolumn,nestrow,nbnlength,subductnum,actlength,material,diameter,leadin,fill,cableids,owner,scopestate,blockenda,blockendb,blocksurf,mandrelcal,mandrelscp,mandrelmax,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,ohsflag,stdcomment,fircomment,othcomment,loadsource,phototaken,projectid,Shape,GlobalID
352,207371439,201505443,207371411,207236932,D,D,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,989F11F2-D30C-4F44-94AF-DE98AAA28B27
353,207371440,201505443,207371411,207236932,A,E,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,A7275195-3E9F-4B00-A3DD-98B05DD3EF0B
354,207371441,201505443,207371411,207236932,B,E,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,BC6F9873-DCC7-41D7-9370-EE55071E9C80
355,207371442,201505443,207371411,207236932,C,E,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,B47906F7-E149-4228-8FEB-7D5E63475CD6
356,207371443,201505443,207371411,207236932,D,E,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,57D56581-06B5-4F31-A72E-8A30C876A1B2
357,207371444,201505443,207371411,207236932,A,F,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,2F893813-570D-4FB9-BE1B-F5F5375C2699
358,207371445,201505443,207371411,207236932,B,F,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,41BD7150-36A4-4489-B441-0E6D31635794
359,207371446,201505443,207371411,207236932,C,F,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,3D8582A1-2877-4A41-AA51-0DBCC852520E
360,207371447,201505443,207371411,207236932,D,F,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,EA7939EB-6D20-489E-8E21-DC7DCF36FCC2
361,207371448,201505443,207371411,207236932,A,G,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,1280C38A-45ED-4F14-ADEF-7B224F2168E0
362,207371449,201505443,207371411,207236932,B,G,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,D2E899BE-7F10-490D-A9AC-837CAC75CEDC
363,207371450,201505443,207371411,207236932,C,G,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,9E048BBB-46D0-4E9D-B360-926BF183E1FA
364,207371451,201505443,207371411,207236932,D,G,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,2FC51297-C690-4C70-8381-1A75B9BD9D7B
365,207371452,201505443,207371411,207236932,D,B,13.2,1,0,,28, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,746CC056-3869-4D6D-93FF-EA79A92455F7
366,207371698,201505443,207371411,207236932,C,A,13.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,FB943F11-0B57-4E6D-91A9-37C6C8A07842
367,207371699,201505443,207371411,207236932,D,A,13.2,0,0,,100, ,0,6PNJ-00-00-TSS-009,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,0B5F0D3F-A530-4EB7-8107-920D45DCEAF3
368,15017228699,201505443,207371411,207236932,D,C,13.2,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D27C5B9A6841D8CEF7B39B574DC1C286A7715A9A6841582041899F574DC1,A5A94BF0-6462-4D31-A2B9-47F1C564FFCF
369,207612617,201547101,207612242,207612615,A,A,10,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001148C4AEAC8409A684100B37B5A51574DC180D93D13409A68412887162958574DC1,AE4E5517-6A3A-4CE8-884F-D548453EAB19
370,5000084227,5000011539,5000084195,207700428,A,A,30,0,0,,80, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114849ECDC23799684150B81EFD24544DC18E7571073A996841182653ED2B544DC1,566EA124-A8C0-4A9E-9C0A-B7EF6E8BDB0E
371,15016169491,15003824677,15016169474,15016169470,A,A,74,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114F2B050E971976841F063CC7DD04D4DC196B20C077C97684108121417C24D4DC1,E0AAF814-C96F-440E-B771-865A49100E1B
372,5001234749,5000191765,5001233115,5001233156,A,A,341,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010408000000C876BE615E986841A860545A14514DC182E2C79E5F98684110C7BA8012514DC1A835CDBF619868411071AC3B1A514DC11AE2582D6F986841C086A70F3C514DC18A8EE4D87F986841C0A8A4CE75514DC1B6627F2387986841D02B65718F514DC14A9D80EA869868412806813593514DC120D26F0387986841E8B7AF6395514DC101000000010000000001000000FFFFFFFF0000000002,3559F871-6FCA-49C3-BFA1-07C163C15559
373,5001234750,5000191765,5001233115,5001233156,B,A,341,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010408000000C876BE615E986841A860545A14514DC182E2C79E5F98684110C7BA8012514DC1A835CDBF619868411071AC3B1A514DC11AE2582D6F986841C086A70F3C514DC18A8EE4D87F986841C0A8A4CE75514DC1B6627F2387986841D02B65718F514DC14A9D80EA869868412806813593514DC120D26F0387986841E8B7AF6395514DC101000000010000000001000000FFFFFFFF0000000002,A6BDA2AF-FA02-4BB8-A684-CD326F9AB7D6
374,5001234752,5000191765,5001233115,5001233156,B,B,341,0,0,,100, ,0,6PNJ-00-00-TSS-002,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010408000000C876BE615E986841A860545A14514DC182E2C79E5F98684110C7BA8012514DC1A835CDBF619868411071AC3B1A514DC11AE2582D6F986841C086A70F3C514DC18A8EE4D87F986841C0A8A4CE75514DC1B6627F2387986841D02B65718F514DC14A9D80EA869868412806813593514DC120D26F0387986841E8B7AF6395514DC101000000010000000001000000FFFFFFFF0000000002,1FA47E7A-0AA1-400B-A48B-EEAC62EEBF36
375,15014032762,5000191765,5001233115,5001233156,B,A,341,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010408000000C876BE615E986841A860545A14514DC182E2C79E5F98684110C7BA8012514DC1A835CDBF619868411071AC3B1A514DC11AE2582D6F986841C086A70F3C514DC18A8EE4D87F986841C0A8A4CE75514DC1B6627F2387986841D02B65718F514DC14A9D80EA869868412806813593514DC120D26F0387986841E8B7AF6395514DC101000000010000000001000000FFFFFFFF0000000002,D8A74FF8-2563-4085-BA91-25D9773F932D
376,15011549779,15002528654,15011547263,15011549777,A,A,8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000DA1B7CB1C5996841E0020982C4554DC112A5BD4DC5996841C05B2071C4554DC132C4B182C4996841B0BFEC66C1554DC101000000010000000001000000FFFFFFFF0000000002,AE9FA830-8D9C-44C6-AF8B-D8B92C7CF4F0
377,4213232882,4202129539,5000370147,4213232862,A,A,14.3,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000006A4DF360C8956841C05296D1C44C4DC1AA8251AFC895684138674489C64C4DC1FA7E6A0CCA95684138674489C64C4DC101000000010000000001000000FFFFFFFF0000000002,8C9C27C2-ACD5-4694-9B23-E53FD3882E5B
378,207172169,201465508,207149801,5000370190,A,A,54.3,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000A067B352C8956841D0AACF35D44C4DC15CFE4356C8956841E83FA4AFE14C4DC13AB4C898CD956841E8E23612DC4C4DC101000000010000000001000000FFFFFFFF0000000002,24E42AA0-9761-411D-9F1B-7359BA80DE96
379,207172170,201465508,207149801,5000370190,B,A,54.3,0,0,,100, ,0,6PNJ-00-00-TSS-005,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000A067B352C8956841D0AACF35D44C4DC15CFE4356C8956841E83FA4AFE14C4DC13AB4C898CD956841E8E23612DC4C4DC101000000010000000001000000FFFFFFFF0000000002,EEAA33F7-BD01-4FE7-91F4-66B6419473A4
380,15013842663,15003238301,15013841482,15013841469,A,A,38,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C0392394E195684128A089A8014D4DC15AD3BC91DC956841E8AE2524074D4DC1,998048ED-E9D4-47C5-97E5-023C04542A64
381,15000645999,15000124497,207148932,5000086359,A,A,50.3,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114E8482E91CC956841C03923AA5A4C4DC15CFE4356C8956841004D846D574C4DC1,0663E9F6-518A-41F4-AAF3-6F8072EEE64C
382,207172184,201465622,207149926,207149946,A,A,230,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010406000000024D84B3E795684150E3A553C04C4DC1029A08F1E9956841F831E666BF4C4DC140355E88F5956841E8FBA9B9C74C4DC1DE240627FA9568418073463CCA4C4DC11058396C0C966841C00512FCD64C4DC116FBCB020F966841188C4AFADE4C4DC101000000010000000001000000FFFFFFFF0000000002,026B6E07-5725-4E19-B1E8-1B1A720AC4B8
383,207172185,201465622,207149926,207149946,B,A,230,0,0,,100, ,0,6PNJ-00-00-TSS-005,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010406000000024D84B3E795684150E3A553C04C4DC1029A08F1E9956841F831E666BF4C4DC140355E88F5956841E8FBA9B9C74C4DC1DE240627FA9568418073463CCA4C4DC11058396C0C966841C00512FCD64C4DC116FBCB020F966841188C4AFADE4C4DC101000000010000000001000000FFFFFFFF0000000002,526DBC44-A4E5-47C5-928D-19FEB8A0EA3C
384,207239223,201479484,207237555,207237554,A,A,11.9,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011464AA601E0D9A6841F0B0509B1D574DC12AA9137E0C9A6841A882512117574DC1,AE8551BA-B07E-4607-A057-9A8F891137F0
385,15011550057,15002528774,15011547159,15011550056,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000094180480B799684110F24127A1554DC18E53747CB7996841B01C5AACA2554DC1F4DBD7ADB69968410066F72CA6554DC101000000010000000001000000FFFFFFFF0000000002,CA6652F5-3B6C-499A-98D9-A17321097106
386,15001683583,15000330458,207237043,207607574,A,A,1,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114506B9ADF599A6841984C1594B1574DC11A51DAED599A6841F09E3CE4B3574DC1,35190D62-E105-42DE-BBDE-4D2AA27FB042
387,207485321,201525855,207485298,207485316,A,A,43,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000008C4AEA36F6956841B896909FAE4C4DC1DA8AFDABF595684198F6069FA74C4DC14EF38E3DF59568418048BF05994C4DC14EF38E3DF5956841C05B20C9954C4DC101000000010000000001000000FFFFFFFF0000000002,7AC8EDB8-4B12-47E4-ABFA-7991F0ECEF62
388,207699468,201561692,207687601,207699466,A,A,8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BE3099968D996841A089B01141554DC16619E2DC8B9968412818950465554DC1,DA541CB7-5606-43AF-B83A-E59CA98F85C0
389,15005303921,15001049469,5000625988,15005303918,A,A,98.6,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000006C567DC2E19968411848504C7B564DC1DA3D7968DF996841E8D022A37A564DC1A44E4083D4996841B07268294E564DC160E5D086D49968412806813D45564DC101000000010000000001000000FFFFFFFF0000000002,50AC5B7A-A8B6-418F-B2E2-14164F30B9A8
390,15005303922,15001049469,5000625988,15005303918,B,A,98.6,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000006C567DC2E19968411848504C7B564DC1DA3D7968DF996841E8D022A37A564DC1A44E4083D4996841B07268294E564DC160E5D086D49968412806813D45564DC101000000010000000001000000FFFFFFFF0000000002,F023479B-589A-4F42-A8CE-C4723AFE62CD
391,15015318300,15001049469,5000625988,15005303918,B,A,98.6,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000006C567DC2E19968411848504C7B564DC1DA3D7968DF996841E8D022A37A564DC1A44E4083D4996841B07268294E564DC160E5D086D49968412806813D45564DC101000000010000000001000000FFFFFFFF0000000002,8B39A0A7-79B1-4078-A727-84F9F358473F
392,15010253535,15002029328,15005303926,15010234965,A,A,34.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149EEFA702BD99684170567D5EE3554DC1EEC9C3F2C0996841C8EEC98BED554DC1,5184DF56-150C-4CED-A62C-FDD6D4477008
393,5000627051,5000092258,207237266,5000625988,A,A,166.8,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000AC8BDBD4F1996841982A1895BD564DC18A8EE40CF0996841180DE055BB564DC19E3C2C06E2996841B8D1003685564DC104E78CE2E1996841302AA9D37B564DC101000000010000000001000000FFFFFFFF0000000002,FF465575-A626-4CA4-A6F2-714F73465F09
394,5000627052,5000092258,207237266,5000625988,B,A,166.8,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000AC8BDBD4F1996841982A1895BD564DC18A8EE40CF0996841180DE055BB564DC19E3C2C06E2996841B8D1003685564DC104E78CE2E1996841302AA9D37B564DC101000000010000000001000000FFFFFFFF0000000002,14AF5C8B-9721-4AFF-84D7-6EF95C14673C
395,15015318301,5000092258,207237266,5000625988,B,A,166.8,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000AC8BDBD4F1996841982A1895BD564DC18A8EE40CF0996841180DE055BB564DC19E3C2C06E2996841B8D1003685564DC104E78CE2E1996841302AA9D37B564DC101000000010000000001000000FFFFFFFF0000000002,E6C21DD6-2EC4-4B58-80FD-7477F7F9A36C
396,15010503302,15002096816,15008502542,15010503301,A,A,5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001142C431CEF0A9A6841907EFBAA3C574DC164EE5A360B9A68411083C01A40574DC1,7C77473A-FD5E-4DB6-8C44-F271228E5B95
397,5000370409,5000053462,5000370401,5000370406,A,A,29.6,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000086C95485D1956841B0726869A14C4DC1A01A2F9BD295684198C42048A84C4DC1B88D065CD4956841489D80BEA84C4DC101000000010000000001000000FFFFFFFF0000000002,849B5B48-6EFB-4A40-AA2D-09350D88C45E
398,207700436,201561867,6PNJ-01-12-PIT-001,207700428,A,A,115.5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000000C2428804899684180C0CA494E544DC112143F0C44996841483789B13E544DC196218EF73D996841081214BF29544DC1B20C71403A9968414850FC302C544DC101000000010000000001000000FFFFFFFF0000000002,E215BA1A-D5DC-4B99-80F1-00CD2CF35B11
399,5001197801,5000186018,5001197797,5000084195,A,A,38,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000BE0E9CCF34996841B0506B1A36544DC1F241CF5037996841400AD75B28544DC152B81E7F379968419865887325544DC101000000010000000001000000FFFFFFFF0000000002,0583E170-B33E-4917-9AF0-EA7AB043E83C
400,5000084204,5000011533,5001197093,5000084195,A,A,55,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001144A5986483C99684128A089000D544DC1C07D1DB837996841A857CAAA23544DC1,A0E9C80C-3D72-41F0-A646-EE0C13727130
401,4213235563,4202130248,5000370401,4213235540,A,A,13.1,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AACFD568D1956841A860547AA14C4DC1143FC648D195684198438BCCA24C4DC1C8073DEFCF95684198559FBBA24C4DC101000000010000000001000000FFFFFFFF0000000002,5D98F9EE-2BC7-428D-9B8B-0907B14BAD4B
402,4213235911,4202130329,5000370417,4213235879,A,A,13.3,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000008CB96B97D99568417836AB16994C4DC148BF7D45D9956841402CD43A984C4DC1840D4FE5D895684190A0F8F1924C4DC101000000010000000001000000FFFFFFFF0000000002,50519E33-78EE-4659-982A-24BC63407C2C
403,15007535994,15001415911,5000948147,15003480163,A,A,28.4,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000721B0DF4A5996841F063CC6576554DC1721B0DF4A5996841F038459F73554DC17E1D38C1A399684100E78C386C554DC101000000010000000001000000FFFFFFFF0000000002,8FB26874-ED71-4815-96CC-D048C3F642BA
404,207680627,201558450,207237266,207680607,A,A,58.3,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000048E17AF8F199684168B3EAEBBC564DC1D634EF10F19968413090A078B3564DC1AE25E407ED99684148D8F014A3564DC101000000010000000001000000FFFFFFFF0000000002,9B1E21AC-8137-46AB-8650-1A136FB039BD
405,15013842756,15003238358,15013841621,15013841616,A,A,27,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114061214031796684178E09C19544D4DC19E5E290B19966841A023B9EC5F4D4DC1,5476700A-D450-4F26-A7EC-8BF36B94DECF
406,207239292,201479451,207237592,207237598,A,A,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,E843FDC4-0FFE-47AF-B329-C560BC9DC8BA
407,207239293,201479451,207237592,207237598,B,A,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,1B845E88-2E59-41DB-9C4C-A4472EA4C423
408,207239294,201479451,207237592,207237598,C,A,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,5BB81B70-9143-4CA5-B5B9-CC52EB12DFB2
409,207239295,201479451,207237592,207237598,A,B,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,122BCBC9-E128-4215-8DCC-842AA07C6999
410,207239296,201479451,207237592,207237598,B,B,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,653A4BBB-512E-431E-9D79-772C7D785898
411,207239297,201479451,207237592,207237598,C,B,2.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D044D8DE509A684150B81EBD80574DC19A2A18ED509A68414847727980574DC1,8DB5F993-7077-4C4E-BAE1-FAEF4E165BF9
412,15013601757,15003179709,207612000,15013601729,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001147446942E459A684160764FEE53574DC182954339459A6841C03099A24F574DC1,2F048D17-0271-4DAF-B664-68ACC8753E3D
413,207698899,201561580,207698806,207698894,A,A,65,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040700000022FDF6576B99684168B3EA73CA544DC114AE474D6B99684178931814CF544DC160984C2B67996841D812F211DF544DC196218EC766996841102DB2A5E1544DC12E211F926699684158CA326CE4544DC15227A07566996841A067B332E7544DC11C0DE08366996841E80434F9E9544DC101000000010000000001000000FFFFFFFF0000000002,D4213342-D8FB-4F72-8092-51548A1BB2E7
414,207680714,201558467,207680685,207680707,A,A,24.9,0,0,,80, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149A779CC4DE996841903A01A56A564DC17493184EDC996841E07A14EE60564DC1,AB0B1D6F-4475-4F5E-8EFC-6D6DAD0BDFD7
415,5000947292,5000144589,5000948147,5000947315,A,A,35,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011400917EB7A599684198FF902E78554DC124068107A299684140AD694684554DC1,A34B1296-FA49-493A-9D1A-D0CC9E3F2362
416,15010246297,15002026821,15010236292,15010236293,A,A,50,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149EEFA78ADC996841C09F1ABF40564DC100917E89E1996841B81E85532C564DC1,D21A418C-E453-4E6F-9F51-ED4927DECAA7
417,207238667,201479508,207237295,207237298,A,A,3,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011466F7E411F3996841E8482E47BA564DC128A08956F599684198900FB2B0564DC1,0AE9DCCA-79BD-4224-B98E-397521430D4B
418,4213235205,4202130161,5000370190,4213235179,A,A,14.1,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000009EEFA7CACD956841401CEB8ADB4C4DC1E2E9951CCE95684108560EF5D94C4DC1E2E9951CCE956841208E7579D44C4DC101000000010000000001000000FFFFFFFF0000000002,30663897-E4B6-4AD6-8037-002CD7CD83D4
